homeId,awayId,homeScore,awayScore,matchResults,matchAction,gameStartTime
1553,1406,72,99,WIN,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
1406,998,96,88,WIN,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
1406,1118,67,54,WIN,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
1406,1443,94,62,WIN,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
1178,1406,57,80,WIN,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
1525,1406,69,94,WIN,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
1407,170,82,84,LOSS,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1227,1407,87,92,WIN,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
1603,1407,78,72,LOSS,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
2236,1407,81,82,WIN,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
1340,1407,80,70,LOSS,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
1407,253,81,101,LOSS,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1407,1370,82,65,WIN,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
1407,1728,92,98,LOSS,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
278,1407,89,70,LOSS,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
120,1407,88,84,LOSS,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
1229,1407,67,62,LOSS,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
1536,1407,92,108,WIN,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
1407,1380,75,81,LOSS,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
1407,305,76,65,WIN,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
1407,1728,80,94,LOSS,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
278,1407,92,86,LOSS,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
120,1407,63,77,WIN,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
1229,1407,72,55,LOSS,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
1536,1407,70,73,WIN,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
1407,1380,83,75,WIN,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
1407,348,68,51,WIN,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
1407,379,81,71,WIN,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
1407,1151,63,64,LOSS,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
1407,1729,97,64,WIN,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
1407,1252,68,89,LOSS,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
1407,1007,85,73,WIN,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
1407,1290,77,78,LOSS,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
1407,348,65,79,LOSS,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
1407,379,69,63,WIN,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1407,1151,68,59,WIN,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
1407,1729,89,97,LOSS,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
1407,1252,77,102,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
1408,264,70,92,LOSS,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1596,1408,69,65,LOSS,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
627,1408,72,83,WIN,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
1855,1408,104,89,LOSS,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
1729,1408,73,96,WIN,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
1408,1336,77,78,LOSS,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1408,1684,70,72,LOSS,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
1408,1110,93,89,WIN,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
1408,155,86,81,WIN,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1408,1462,72,83,LOSS,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
1408,1588,83,87,LOSS,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
1408,1532,59,90,LOSS,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
1408,1075,89,82,WIN,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
1408,1385,69,81,LOSS,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
1408,1110,94,78,WIN,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
1408,155,109,91,WIN,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
1408,1462,85,82,WIN,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
1408,1588,90,110,LOSS,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
1408,1532,70,79,LOSS,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
1408,1075,75,91,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
276,1408,84,69,LOSS,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
1408,290,70,115,LOSS,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
1408,1603,50,80,LOSS,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
1408,1192,80,78,WIN,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
476,1408,104,114,WIN,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
1464,1408,74,64,LOSS,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
1813,1408,75,62,LOSS,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
276,1408,71,69,LOSS,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
1408,290,88,85,WIN,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1408,1603,77,56,WIN,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
1408,1192,65,78,LOSS,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
476,1408,108,80,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
752,1408,86,65,LOSS,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
1089,1408,91,68,LOSS,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
1575,1408,67,80,WIN,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
233,1408,84,93,WIN,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
1408,235,93,77,WIN,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
1408,1538,82,85,LOSS,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
1408,378,104,97,WIN,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
752,1408,68,110,WIN,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
1089,1408,73,77,WIN,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
1575,1408,62,75,WIN,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
233,1408,75,74,LOSS,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
1408,235,123,88,WIN,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
1409,1151,64,48,WIN,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1409,1982,75,79,LOSS,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
1409,1664,68,69,LOSS,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
866,1409,75,71,LOSS,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
67,1409,93,92,LOSS,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
133,1409,91,83,LOSS,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1748,1409,78,65,LOSS,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
1528,1409,83,58,LOSS,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
1409,192,103,75,WIN,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
1409,1454,76,61,WIN,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
1409,364,71,76,LOSS,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
1409,439,82,84,LOSS,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
943,1409,68,80,WIN,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
1549,1409,84,85,WIN,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
87,1409,92,83,LOSS,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1528,1409,69,75,WIN,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
1409,192,86,84,WIN,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
1409,1454,76,58,WIN,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
1194,1409,98,95,LOSS,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
808,1409,96,95,LOSS,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
1409,1184,86,92,LOSS,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
1409,1076,75,74,WIN,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
1409,1374,97,85,WIN,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
162,1409,79,61,LOSS,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
496,1409,95,71,LOSS,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
1194,1409,90,79,LOSS,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
808,1409,101,83,LOSS,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
1409,1184,88,84,WIN,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
1409,1076,72,80,LOSS,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
1409,1374,92,67,WIN,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
1411,2261,74,72,WIN,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1075,1411,96,69,LOSS,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
1795,1411,86,74,LOSS,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
853,1411,73,78,WIN,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
99,1411,73,64,LOSS,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
1411,1092,80,88,LOSS,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1411,1516,72,68,WIN,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
1770,1411,60,76,WIN,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
1092,1411,76,70,LOSS,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1530,1411,77,78,WIN,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
1411,1812,71,51,WIN,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
1411,1507,75,77,LOSS,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
1411,1516,98,63,WIN,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
1190,1411,100,77,LOSS,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
1770,1411,52,81,WIN,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
1092,1411,73,68,LOSS,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
1530,1411,67,72,WIN,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
1411,1812,73,61,WIN,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
1411,1507,76,79,LOSS,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
1411,1516,72,78,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
735,1411,106,91,LOSS,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
1411,1684,68,73,LOSS,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
1411,994,81,82,LOSS,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
1411,1747,72,77,LOSS,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
370,1411,64,69,WIN,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
397,1411,76,77,WIN,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
887,1411,0,0,WIN,DISABLED,2022-07-07T03:00:00.000+00:00
735,1411,71,87,WIN,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
1411,1684,85,63,WIN,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1411,994,85,76,WIN,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
1411,1747,65,78,LOSS,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
370,1411,58,49,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
1255,1411,0,0,WIN,DISABLED,2022-07-03T17:00:00.000+00:00
33,1411,88,85,LOSS,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
1501,1411,49,78,WIN,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
1463,1411,84,77,LOSS,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
1411,926,92,74,WIN,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
1411,1603,46,51,LOSS,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
1411,1063,73,96,LOSS,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
1255,1411,0,0,WIN,DISABLED,2022-06-29T19:00:00.000+00:00
33,1411,95,78,LOSS,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
1501,1411,77,55,LOSS,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
1463,1411,96,82,LOSS,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
1411,926,78,82,LOSS,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
1113,1412,71,68,LOSS,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
1412,82,78,81,LOSS,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
1412,1383,72,79,LOSS,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
1412,1415,66,68,LOSS,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
1551,1412,81,89,WIN,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
1427,1412,53,66,WIN,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
1486,1412,80,68,LOSS,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
1113,1412,59,38,LOSS,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
1412,82,59,73,LOSS,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
1412,1383,53,77,LOSS,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
1412,1415,49,77,LOSS,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
1551,1412,67,75,WIN,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
1415,1761,64,46,WIN,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1415,276,81,77,WIN,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
1415,254,93,58,WIN,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
1231,1415,70,82,WIN,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
1832,1415,89,91,WIN,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
1501,1415,58,80,WIN,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1796,1415,54,62,WIN,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
1415,508,78,59,WIN,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
1415,322,58,82,LOSS,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1415,90,73,78,LOSS,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
961,1415,70,69,LOSS,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
23,1415,86,88,WIN,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
397,1415,47,83,WIN,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
1752,1415,67,58,LOSS,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
1415,508,85,62,WIN,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
1415,322,63,81,LOSS,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
1415,90,79,68,WIN,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
961,1415,52,56,WIN,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
23,1415,72,70,LOSS,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
397,1415,74,65,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
1415,1753,76,80,LOSS,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
44,1415,73,69,LOSS,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
1480,1415,65,81,WIN,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
1328,1415,76,90,WIN,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
883,1415,58,65,WIN,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
1415,1499,58,77,LOSS,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
1415,1437,68,80,LOSS,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
1415,1753,78,61,WIN,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
44,1415,73,65,LOSS,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1480,1415,73,78,WIN,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
1328,1415,87,78,LOSS,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
883,1415,100,78,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
1415,82,66,69,LOSS,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
1415,1383,70,75,LOSS,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
1551,1415,77,78,WIN,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
1412,1415,66,68,WIN,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
1427,1415,58,57,LOSS,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
1486,1415,65,67,WIN,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
1415,1113,56,69,LOSS,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
1415,82,72,86,LOSS,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
1415,1383,82,72,WIN,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
1551,1415,80,84,WIN,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
1412,1415,49,77,WIN,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
1427,1415,63,48,LOSS,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
1418,1111,89,78,WIN,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
1418,1370,75,84,LOSS,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
1418,1505,102,65,WIN,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
48,1418,81,83,WIN,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
1197,1418,76,82,WIN,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
1176,1418,78,70,LOSS,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
483,1418,95,97,WIN,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
1418,1111,92,90,WIN,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
1418,1370,104,85,WIN,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
1418,1505,81,54,WIN,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
48,1418,80,74,LOSS,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
1197,1418,76,75,LOSS,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
142,333,91,68,WIN,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
169,142,77,69,LOSS,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
56,142,92,77,LOSS,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
241,142,80,61,LOSS,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
654,142,103,100,LOSS,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
142,1602,59,75,LOSS,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
142,1586,56,64,LOSS,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
142,333,84,75,WIN,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
169,142,64,73,WIN,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
56,142,73,63,LOSS,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
241,142,80,71,LOSS,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
654,142,79,73,LOSS,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
142,1602,77,91,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
142,1080,88,64,WIN,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
142,980,82,73,WIN,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
142,493,75,68,WIN,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
142,1151,79,48,WIN,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
1246,142,90,86,LOSS,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
1162,142,73,53,LOSS,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
25,142,79,73,LOSS,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
1567,142,67,82,WIN,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
142,1080,71,94,LOSS,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
142,980,75,76,LOSS,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
142,493,86,73,WIN,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
1420,1402,95,60,WIN,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1420,983,78,91,LOSS,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
1420,1076,85,108,LOSS,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
2228,1420,58,95,WIN,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
774,1420,65,66,WIN,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1379,1420,70,95,WIN,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
1956,1420,70,80,WIN,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
1420,1737,61,77,LOSS,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1420,1965,74,60,WIN,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
1420,222,68,52,WIN,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
459,1420,76,82,WIN,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
165,1420,82,95,WIN,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
1709,1420,49,65,WIN,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
1956,1420,97,85,LOSS,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
1420,1737,87,67,WIN,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
1420,1965,68,71,LOSS,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
1420,222,78,67,WIN,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
459,1420,72,84,WIN,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
165,1420,84,83,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
1340,1420,88,97,WIN,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
1076,1420,72,74,WIN,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
1420,1259,88,93,LOSS,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
1420,1121,79,70,WIN,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
1420,19,63,80,LOSS,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
1161,1420,98,94,LOSS,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
1597,1420,79,98,WIN,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
1340,1420,76,88,WIN,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
1076,1420,104,105,WIN,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1420,1259,83,93,LOSS,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
1420,1121,95,78,WIN,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
1420,19,81,89,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
1421,1816,74,83,LOSS,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
1421,1532,66,87,LOSS,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
1421,961,71,73,LOSS,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
1421,1520,68,64,WIN,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
1421,236,96,78,WIN,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
1421,1551,73,97,LOSS,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
1421,1798,67,62,WIN,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
1421,1816,66,86,LOSS,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
1421,1532,67,83,LOSS,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1421,961,70,84,LOSS,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
1421,1520,84,56,WIN,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
1421,236,71,67,WIN,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
1421,40,68,65,WIN,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
1421,67,53,77,LOSS,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
1421,213,69,84,LOSS,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
1195,1421,71,85,WIN,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
1087,1421,91,78,LOSS,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
886,1421,66,71,WIN,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
249,1421,80,70,LOSS,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
1421,40,47,77,LOSS,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
1421,67,60,79,LOSS,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
1421,213,57,91,LOSS,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
1195,1421,83,66,LOSS,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
1087,1421,91,63,LOSS,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
1438,1427,64,74,WIN,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
364,1427,60,67,WIN,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
1427,1471,60,69,LOSS,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
1427,1709,51,68,LOSS,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
1427,1118,63,80,LOSS,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
1723,1427,81,85,WIN,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1569,1427,62,83,WIN,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
1486,1427,69,66,LOSS,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
1113,1427,76,47,LOSS,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
82,1427,70,63,LOSS,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
1427,1383,81,89,LOSS,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
1427,1415,58,57,WIN,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
1427,1412,53,66,LOSS,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
1551,1427,52,70,WIN,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
1486,1427,77,83,WIN,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
1113,1427,69,57,LOSS,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
82,1427,71,59,LOSS,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
1427,1383,77,84,LOSS,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
1427,1415,63,48,WIN,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
1429,1515,90,98,LOSS,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1429,1147,69,66,WIN,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
