homeId,awayId,homeScore,awayScore,matchResults,matchAction,gameStartTime
208,1779,82,54,LOSS,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
1041,1779,72,57,LOSS,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
1711,1779,73,82,WIN,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1779,1100,65,70,LOSS,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
1779,37,87,103,LOSS,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
1779,264,73,83,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
392,178,79,66,LOSS,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1080,178,92,66,LOSS,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
178,1116,66,55,WIN,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
178,755,88,78,WIN,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
178,101,80,59,WIN,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
445,178,57,59,WIN,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1156,178,94,81,LOSS,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
212,178,87,60,LOSS,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
1113,178,76,80,WIN,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1966,178,61,79,WIN,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
178,1779,71,81,LOSS,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
178,1063,67,72,LOSS,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
178,1180,71,89,LOSS,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
1201,178,83,48,LOSS,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
212,178,68,84,WIN,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
1113,178,68,73,WIN,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
1966,178,85,72,LOSS,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
178,1779,71,75,LOSS,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
178,1063,62,68,LOSS,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
178,1180,71,58,WIN,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
178,1525,71,66,WIN,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
178,1619,62,81,LOSS,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
760,178,83,87,WIN,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
1310,178,78,67,LOSS,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
1196,178,76,65,LOSS,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
1231,178,0,0,WIN,DISABLED,2022-07-07T19:00:00.000+00:00
178,1716,83,88,LOSS,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
178,1525,70,56,WIN,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
178,1619,69,48,WIN,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
760,178,85,77,LOSS,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
1310,178,48,76,WIN,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
1196,178,85,64,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
178,835,68,84,LOSS,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
178,1165,78,91,LOSS,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
26,178,69,83,WIN,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
1209,178,82,92,WIN,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
320,178,102,79,LOSS,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
1371,178,71,80,WIN,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
178,111,58,68,LOSS,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
178,835,90,114,LOSS,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
178,1165,0,0,FORFEIT,DISABLED,2022-06-29T03:00:00.000+00:00
26,178,71,94,WIN,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
1209,178,90,80,LOSS,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
320,178,81,70,LOSS,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
1780,353,99,69,WIN,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1780,120,82,66,WIN,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
1780,1077,93,72,WIN,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
1780,1536,68,82,LOSS,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
1780,1616,115,88,WIN,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
1780,1270,83,86,LOSS,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1780,1140,73,74,LOSS,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
1780,1555,84,95,LOSS,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
1780,1813,80,62,WIN,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1490,1780,104,109,WIN,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
1534,1780,79,96,WIN,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
310,1780,85,92,WIN,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
176,1780,73,68,LOSS,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
1780,1611,96,74,WIN,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
1780,1555,91,81,WIN,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
1780,1813,75,53,WIN,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
1490,1780,82,88,WIN,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
1534,1780,86,96,WIN,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
310,1780,87,113,WIN,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
176,1780,78,85,WIN,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
1780,1770,85,63,WIN,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
1589,1780,72,97,WIN,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
383,1780,89,72,LOSS,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
1773,1780,85,88,WIN,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
1180,1780,80,77,LOSS,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
1780,1770,68,79,LOSS,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
1780,99,52,63,LOSS,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1780,1230,73,86,LOSS,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
1589,1780,73,63,LOSS,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
383,1780,73,63,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
1781,1228,77,88,LOSS,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1781,616,95,81,WIN,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
1781,1104,93,81,WIN,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
1781,1899,89,88,WIN,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
1543,1781,86,89,WIN,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1202,1781,85,100,WIN,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
1163,1781,85,100,WIN,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
217,1781,73,85,WIN,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1781,1383,80,63,WIN,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
1781,1356,83,87,LOSS,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
1781,1169,86,80,WIN,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
103,1781,75,82,WIN,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
1522,1781,60,96,WIN,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
1163,1781,78,104,WIN,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
217,1781,91,89,LOSS,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
1781,1383,107,68,WIN,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
1781,1356,98,74,WIN,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
1781,1169,104,114,LOSS,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
103,1781,83,77,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
1392,1781,62,85,WIN,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
63,1781,66,90,WIN,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
215,1781,74,93,WIN,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
1781,1501,80,84,LOSS,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
1781,1486,65,57,WIN,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
1781,728,68,79,LOSS,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
1585,1781,66,79,WIN,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
1392,1781,54,56,WIN,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
63,1781,79,60,LOSS,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
215,1781,92,75,LOSS,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
1781,1501,60,68,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
1782,886,62,83,LOSS,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1782,1115,0,0,WIN,DISABLED,2022-07-21T03:00:00.000+00:00
1782,46,73,56,WIN,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
17,1782,57,69,WIN,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
1701,1782,47,62,WIN,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
1809,1782,64,56,LOSS,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1126,1782,81,79,LOSS,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
398,1782,87,80,LOSS,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
1538,1782,73,70,LOSS,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1782,418,37,48,LOSS,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
1782,1476,74,58,WIN,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
1782,1170,71,80,LOSS,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
1575,1782,74,58,LOSS,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
502,1782,79,63,LOSS,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
398,1782,68,66,LOSS,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
1538,1782,89,81,LOSS,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
1782,418,66,59,WIN,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
1782,1476,91,68,WIN,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
1782,1170,67,88,LOSS,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
1575,1782,76,84,WIN,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
1782,1777,69,84,LOSS,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
1,1782,66,56,LOSS,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
361,1782,67,76,WIN,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
314,1782,80,62,LOSS,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
1530,1782,51,63,WIN,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
1782,1536,85,68,WIN,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
1782,823,60,61,LOSS,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
1782,1777,57,62,LOSS,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
1,1782,79,74,LOSS,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
361,1782,80,69,LOSS,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
314,1782,75,69,LOSS,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
1530,1782,70,69,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
1788,1768,61,73,LOSS,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1788,265,60,74,LOSS,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
1788,1534,64,73,LOSS,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
1111,1788,74,59,LOSS,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
1559,1788,75,87,WIN,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
1508,1788,84,76,LOSS,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
312,1788,59,74,WIN,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
1788,469,68,75,LOSS,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
1788,1664,73,71,WIN,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1788,1324,64,85,LOSS,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
1223,1788,63,62,LOSS,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
731,1788,84,63,LOSS,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
292,1788,80,54,LOSS,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
1142,1788,79,87,WIN,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
1788,469,60,73,LOSS,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
1788,1664,52,61,LOSS,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
1788,1324,62,86,LOSS,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
1223,1788,59,48,LOSS,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
731,1788,93,78,LOSS,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
292,1788,84,57,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
1467,1788,91,83,LOSS,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
253,1788,76,54,LOSS,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
1208,1788,84,82,LOSS,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
1177,1788,73,59,LOSS,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
1788,1383,54,75,LOSS,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
1788,1658,66,61,WIN,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
1788,1541,83,73,WIN,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
1788,1097,48,74,LOSS,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1467,1788,80,51,LOSS,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
253,1788,80,51,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
1792,169,99,58,WIN,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1792,1805,82,80,WIN,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
1792,194,78,72,WIN,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
40,1792,65,73,WIN,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
322,1792,75,93,WIN,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
1187,1792,78,85,WIN,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1214,1792,79,76,LOSS,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
40,1792,84,87,WIN,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
1160,1792,74,83,WIN,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1802,1792,67,99,WIN,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
1792,1603,57,81,LOSS,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
1792,1162,76,88,LOSS,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
1792,1590,75,101,LOSS,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
1792,348,71,68,WIN,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
1067,1792,99,91,LOSS,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
40,1792,72,83,WIN,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
1160,1792,55,65,WIN,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
1802,1792,64,99,WIN,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
1792,1603,37,43,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
1792,57,88,98,LOSS,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
1792,163,92,100,LOSS,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
1792,1675,85,88,LOSS,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
1792,1732,0,0,FORFEIT,DISABLED,2022-07-08T19:00:00.000+00:00
1792,1751,97,59,WIN,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
1792,979,73,98,LOSS,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
1792,727,77,51,WIN,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
1792,57,80,60,WIN,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
1792,163,50,79,LOSS,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1792,1675,84,75,WIN,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
1792,1732,73,93,LOSS,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
1792,1751,85,82,WIN,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
1793,2210,78,89,LOSS,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1793,1514,81,61,WIN,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
1594,1793,60,63,WIN,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
1554,1793,92,77,LOSS,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
1675,1793,82,112,WIN,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
1520,1793,83,69,LOSS,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1793,1969,112,91,WIN,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
1793,730,0,0,WIN,DISABLED,2022-07-17T17:00:00.000+00:00
1793,1842,60,70,LOSS,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1793,1140,61,64,LOSS,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
455,1793,95,97,WIN,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
1456,1793,92,79,LOSS,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
1320,1793,70,92,WIN,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
1557,1793,93,72,LOSS,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
1793,730,0,0,WIN,DISABLED,2022-07-14T03:00:00.000+00:00
1793,1842,86,85,WIN,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
1793,1140,62,70,LOSS,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
455,1793,96,58,LOSS,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
1456,1793,73,89,WIN,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
1320,1793,87,75,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
254,1793,94,84,LOSS,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
1793,1223,76,73,WIN,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
1793,1540,55,68,LOSS,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
1793,155,81,70,WIN,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
886,1793,79,77,LOSS,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
1567,1793,68,75,WIN,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
1526,1793,80,84,WIN,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
254,1793,68,90,WIN,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
1793,1223,52,72,LOSS,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1793,1540,58,66,LOSS,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
1793,155,74,80,LOSS,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
886,1793,61,53,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
1555,1794,78,96,WIN,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1964,1794,100,101,WIN,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
1557,1794,70,67,LOSS,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
1642,1794,81,80,LOSS,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
1794,320,57,73,LOSS,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
1794,1206,71,59,WIN,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1794,1733,69,70,LOSS,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
1208,1794,76,69,LOSS,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
1794,26,104,61,WIN,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1794,442,55,66,LOSS,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
1794,1702,78,68,WIN,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
1764,1794,64,66,WIN,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
162,1794,78,74,LOSS,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
1913,1794,50,86,WIN,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
1208,1794,75,59,LOSS,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
1794,26,69,66,WIN,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
1794,442,72,58,WIN,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
1794,1702,74,67,WIN,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
1764,1794,96,76,LOSS,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
162,1794,82,56,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
1794,1766,87,104,LOSS,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
1324,1794,92,104,WIN,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
90,1794,105,93,LOSS,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
152,1794,0,0,FORFEIT,DISABLED,2022-07-08T19:00:00.000+00:00
980,1794,83,98,WIN,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
1794,306,91,73,WIN,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
1794,946,84,79,WIN,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
1794,1766,80,76,WIN,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
1324,1794,77,85,WIN,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
90,1794,75,57,LOSS,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
152,1794,71,55,LOSS,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
980,1794,71,81,WIN,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
1795,1516,96,74,WIN,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1795,2261,69,90,LOSS,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
1795,1411,86,74,WIN,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
1075,1795,87,75,LOSS,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
853,1795,93,89,LOSS,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
99,1795,85,68,LOSS,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1092,1795,79,63,LOSS,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
1795,203,107,79,WIN,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
97,1795,74,67,LOSS,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1578,1795,86,94,WIN,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
1252,1795,79,80,WIN,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
817,1795,93,80,LOSS,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
1795,1042,109,93,WIN,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
1795,1499,57,87,LOSS,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
1795,203,101,97,WIN,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
97,1795,78,103,WIN,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
1578,1795,84,89,WIN,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
1252,1795,79,89,WIN,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
817,1795,114,72,LOSS,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
1795,1042,73,88,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
1795,56,52,76,LOSS,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
1795,386,68,95,LOSS,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
1795,1118,95,74,WIN,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
755,1795,105,65,LOSS,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
1720,1795,70,85,WIN,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
1797,1795,70,85,WIN,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
950,1795,83,86,WIN,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
1795,56,50,71,LOSS,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
1795,386,63,77,LOSS,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1795,1118,76,68,WIN,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
755,1795,79,72,LOSS,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
1720,1795,73,69,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
1796,1832,78,79,LOSS,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
1796,1501,73,86,LOSS,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
1231,1796,62,78,WIN,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
1761,1796,71,93,WIN,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
276,1796,67,80,WIN,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
254,1796,86,60,LOSS,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1796,1415,54,62,LOSS,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
1745,1796,60,62,WIN,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
1171,1796,66,76,WIN,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
38,1796,65,81,WIN,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
1796,1080,66,74,LOSS,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
1796,515,62,72,LOSS,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
1796,1473,53,52,WIN,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
264,1796,75,56,LOSS,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
1745,1796,50,84,WIN,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
1171,1796,81,87,WIN,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
38,1796,57,82,WIN,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
1796,1080,62,72,LOSS,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
1796,515,99,87,WIN,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
1796,1473,75,63,WIN,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
416,1796,82,76,LOSS,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
657,1796,89,70,LOSS,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
1811,1796,66,84,WIN,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
1561,1796,0,0,WIN,DISABLED,2022-07-08T19:00:00.000+00:00
1796,409,97,74,WIN,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
1796,1492,71,58,WIN,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
